PROVIDER_NUMBER,FYB,FYE,STATUS,CTRL_TYPE,hclinic_Name,Street_Addr,Po_Box,City,State,Zip_Code,County
451850,01-DEC-12,30-NOV-13,As Submitted,1,CROSS TIMBERS HEALTH CLINICS,1100 WEST REYNOSA,,DELEON,TX,76444,COMANCHE
451853,01-JUL-12,30-JUN-13,As Submitted,1,UNITED MEDICAL CENTERS,2525 N. VETERANS BLVD,,EAGLE PASS,TX,78852,MAVERICK
451857,01-JAN-11,31-DEC-11,Settled,,REGENCE HEALTH NETWORK  INC.,208 WEST SECOND STREET,,MULESHOE,TX,79347,BAILY
451859,01-JAN-13,31-DEC-13,As Submitted,,REGENCE HEALTH NETWORK  INC.,2601 DIMMITT ROAD  SUITE 104,,PLAINVIEW,TX,79072,HALE
451876,01-JUL-12,30-JUN-13,As Submitted,1,FORT BEND FAMILY HEALTH CENTER  INC.,400 AUSTIN STREET,,RICHMOND,TX,77469-4498,FORT BEND
451881,01-OCT-11,30-SEP-12,Settled,1,CENTRAL TEXAS COMMUNITY HLTH CENTERS,2529 SOUTH 1ST STREET,,AUSTIN,TX,78704,TRAVIS
451894,01-JUL-12,30-JUN-13,As Submitted,,NORTH CENTRAL TEXAS CHC,200 MARTIN LUTHER KING JR BLVD.,,WICHITA FALLS,TX,76301,WICHITA
451901,01-JUL-12,30-JUN-13,As Submitted,4,CENTRO SAN VICENTE,8061 ALAMEDA AVE,,EL PASO,TX,79915,EL PASO
451902,01-JAN-13,31-DEC-13,As Submitted,1,LA ESPERANZA CLINIC  INC.,1610 SOUTH CHADBOURNE,,SAN ANGELO,TX,76903,TOM GREEN
451903,01-JAN-12,31-DEC-12,As Submitted,,SOUTH CENTRAL HOUSTON ACTION COUNCIL,8610 MARTIN LUTHER KING JR. BLVD.,,HOUSTON,TX,77033,HARRIS
451914,01-JUL-12,30-JUN-13,As Submitted,1,DALLAS INTER-TRIBAL CENTER  INC.,1261 RECORD CROSSING RD.,,DALLAS,TX,75235,DALLAS
451917,01-OCT-12,30-SEP-13,As Submitted,1,HEART OF TEXAS COMMUNITY HEALTH CENT,1600 PROVIDENCE DRIVE,,WACO,TX,76707,MCLENNAN
451930,01-JAN-13,31-DEC-13,As Submitted,1,COMMUNITY HEALTH CENTER OF LUBBOCK,1318 BROADWAY,,LUBBOCK,TX,79401,LUBBOCK
451942,01-JUL-12,30-JUN-13,As Submitted,1,BRAZOS VALLEY COMMUNITY ACTION AGNCY,3370 SOUTH TEXAS AVENUE,,BRYAN,TX,77802,BRAZOS
451954,01-OCT-10,30-SEP-11,Settled,4,CACTUS HEALTH SERVICES  INC.,213 PERSIMMON,,SANDERSON,TX,79848-0244,TERRELL
451966,01-NOV-12,31-OCT-13,As Submitted,1,LONE STAR COMMUNITY HEALTH CENTER,605 SOUTH CONROE MEDICAL DRIVE,,CONROE,TX,77304,MONTGOMERY
451977,01-JAN-13,31-DEC-13,As Submitted,1,COMMUNITY ACTION CORP OF SOUTH TEXAS,204 EAST FIRST STREET,,ALICE,TX,78332,JIM WELLS
451979,01-DEC-12,30-NOV-13,As Submitted,1,LONE STAR CIRCLE OF CARE,701 EAST UNIVERSITY AVENUE,,GEORGETOWN,TX,78626,WILLIAMSON
451982,01-NOV-12,31-OCT-13,As Submitted,1,EL CENTRO DE CORAZON,412 TELEPHONE ROAD,,HOUSTON,TX,77023,HARRIS
451984,01-SEP-11,31-AUG-12,Settled,1,PROJECT VIDA HEALTH CENTER,3607 RIVERA AVE,,EL PASO,TX,79905-2415,EL PASO
453812,01-JAN-13,31-DEC-13,As Submitted,4,FAMILY HEALTH CENTER  L.L.P.,2768 PHARMACY ROAD,,RIO GRANDE,TX,78582,STARR
453818,01-JAN-13,31-DEC-13,As Submitted,3,DR. JOHN G. PREDDY,126 WEST NOPAL,,UVALDE,TX,78801,UVALDE
453819,01-JAN-10,31-DEC-10,Settled,,EAGLE PASS PEDIATRIC HEALTH CLINIC,2198 E. GARRISON ST P.O BOX 2368,,EAGLE PASS,TX,78853-2368,MAVERICK
453826,01-JAN-13,31-DEC-13,As Submitted,4,STOCKDALE FAMILY MEDICAL CLINIC,601 PERSON STREET,,STOCKDALE,TX,78160,WILSON
453828,01-NOV-12,31-OCT-13,As Submitted,4,BRENHAM RURAL HEALTH CLINIC,600 NORTH PARK,,BRENHAM,TX,77833,WASHINGTON
453832,01-JAN-13,31-DEC-13,As Submitted,5,EDUARDO MORENO M.D. RURAL HEALTH CLI,210 S. AVE. C ;  P.O. BOX 725,,CRYSTAL CITY,TX,78839,ZAVALA
453835,01-JAN-13,31-DEC-13,As Submitted,4,UVALDE FAMILY PRACTICE ASSOCIATION,1800 GARNER FIELD RD,,UVALDE,TX,78801,UVALDE
453849,01-JAN-13,31-DEC-13,As Submitted,4,FAMILY MEDICAL & SPECIALTY CLINIC,2790 PHARMACY ROAD,,RIO GRANDE CITY,TX,78582,STARR
453853,01-JAN-11,31-DEC-11,Settled,3,CARL R TURNER RHC,304 UNIVERSITY AVE.  SUITE 105,,MARSHALL,TX,75670,HARRISON
453855,01-OCT-10,12-SEP-11,Settled,1,KAPU MEDICAL CLINIC,215 N AVENUE J,,ANSON,TX,79501,JONES
453857,01-JAN-13,28-FEB-13,As Submitted,6,SHEPHERD RURAL HEALTH CLINIC,11 WOODLAND PARK,,SHEPHERD,TX,77371,SAN JACINTO
453859,01-JAN-13,31-DEC-13,As Submitted,3,HOOD MEDICAL CLINICS,207 TILDEN,,COTULLA,TX,78014,LASALLE
453862,01-JAN-13,31-DEC-13,As Submitted,5,COMM HLTH CLINIC STEPHENVILLE,160 RIVER NORTH BLVD,,STEPHENVILLE,TX,76401,ERATH
453863,01-JAN-13,31-DEC-13,As Submitted,3,FAMILY CARE CLINIC,119 EAST ACADEMY STREET,,DEL RIO,TX,78840,VAL VERDE
453870,01-JAN-13,31-DEC-13,As Submitted,4,PRIMARY CARE ASSOCIATES CLINIC,4211 JOE RAMSEY BLVD,,GREENVILLE,TX,75401,HUNT
453876,01-JAN-13,31-DEC-13,As Submitted,5,NOCONA MEDICAL CLINIC  P.A.,90 PARK ROAD,,NOCONA,TX,76255,MONTAGUE
453877,01-JAN-12,31-DEC-12,Settled,5,FRIONA RURAL HEALTH CLINIC,1307 CLEVELAND,,FRIONA,TX,79035,PARMER
453888,01-JAN-13,31-DEC-13,As Submitted,9,INTERNAL MEDICINE CLINIC OF UVAIDE,121 WEST SOUTH STREET,,UVAIDE,TX,78801,UVAIDE
453892,01-JAN-13,31-DEC-13,As Submitted,5,LIBERTY MEDICAL RURAL HEALTH CLINIC,720 TRAVIS,,LIBERTY,TX,77575,LIBERTY
453897,01-JAN-14,01-MAR-14,Settled,,COASTAL MEDICAL CLINIC,701 NORTH VIRGINIA,,FORT LAVACA,TX,77979,CALHOUN
453898,01-JAN-13,31-DEC-13,As Submitted,1,CUERO MEDICAL CLINIC,2500 N. ESPLANADE  SUITE 102,,CUERO,TX,77954,DE WITT
453911,01-JAN-13,31-DEC-13,As Submitted,5,ELLINGTON MEMORIAL CLINIC  LLP,1011 SOUTH WILLIAM,,ATLANTA,TX,75551,CASS
453918,01-JAN-13,31-DEC-13,As Submitted,5,LIVE OAK PROFESSIONAL CLINIC,1705 LIVE OAK STREET,,COMMERCE,TX,75428,HUNT
453921,01-JAN-13,31-DEC-13,As Submitted,6,ROMA MEDICAL CLINIC,640 E. BRAVO BLVD.,,ROMA,TX,78584,STARR
453922,01-JAN-13,31-DEC-13,As Submitted,5,SEARS MEDICAL ASSOCIATES,836 E CALIFORNIA STREET,,GAINESVILLE,TX,76240,COOKE
453929,01-JAN-13,31-DEC-13,As Submitted,5,UNITED CLINICS OF NORTH TEXAS,1010 N MILL,,BOWIE,TX,76230,MONTAGUE
453934,01-JAN-13,31-DEC-13,As Submitted,4,ALVORD MEDICAL CLINIC,101 NORTH WICKHAM,,ALVORD,TX,76225-5325,WISE COUNTY
453936,01-JAN-13,31-DEC-13,As Submitted,2,GARNER FIELD FAMILY PRACTICE  PA,524 EAST NOPAL STREET,,UVALDE,TX,78801,UVALDE
453943,01-JAN-13,31-DEC-13,As Submitted,4,FAMILY MEDICAL CENTER OF MONAHANS,405 S MAIN  SUITE 100,,MONAHANS,TX,79756,WARD
453944,01-JAN-13,31-DEC-13,As Submitted,5,DUMAS FAMILY PRACTICE,202 S. MEREDITH STREET,,DUMAS,TX,79029,MOORE
453947,01-SEP-12,31-AUG-13,As Submitted,5,ROLLING PLAINS RURAL HEALTH CLINIC,201 EAST ARIZONA,,SWEETWTER,TX,79556,NOLAN
453953,01-JAN-12,31-DEC-12,Settled,1,SOUTH PADRE ISLAND PEDIATRIC CENTER,301 S. SAN PATRICIO AVENUE,,SINTON,TX,78387,SAN PATRICIO
453955,01-JAN-13,31-DEC-13,As Submitted,3,ALPINE MEDICAL CENTER,202 N 2ND,,ALPINE,TX,79830,BREWSTER
453957,01-JAN-13,31-DEC-13,As Submitted,4,PORT LAVACA CLINIC ASSOCIATES  P.A.,1200 NORTH VIRGINIA,,PORT LAVACA,TX,77979,CALHOUN
453962,01-JAN-13,31-DEC-13,As Submitted,6,RIO HONDO MEDICINE,HIGHWAY 106,,RIO HONDO,TX,78583,CAMERON
453963,01-OCT-12,30-SEP-13,As Submitted,4,MEDICAL SURGICAL RHC,105 MEDICAL PLAZA,,SULPHUR SPRINGS,TX,75482,HOPKINS
453965,01-JAN-10,31-DEC-10,Settled,,GEORGETOWN MEDICAL CENTER P.A.,3201 SOUTH AUSTIN AVENUE SUITE 210,,GEORGETOWN,TX,78626,WILLIAMSON
453967,01-JAN-13,31-MAY-13,As Submitted,5,CLEVELAND MEDICAL CLINIC,208 N BONHAM AVE,,CLEVELAND,TX,77327,LIBERTY
453971,01-JAN-12,31-DEC-12,Settled,5,BOHMAN CLINIC,2500 NORTH ESPLANADE SUITE 101,,CUERO,TX,77954,DEWITT
458904,01-JAN-12,31-DEC-12,Settled,5,HIGH COUNTRY COMMUNITY RHC,201 TEXAS BLVD,,DALHART,TX,79022,HARTLEY
458905,01-JAN-13,31-DEC-13,As Submitted,4,FAMILY MEDICINE CLINIC,207 W. AVENUE E,,LAMPASAS,TX,76550,LAMPASAS
458906,01-OCT-11,30-SEP-12,Settled,4,CENTER RURAL HEALTH CLINIC,620 TENAHA STREET,,CENTER,TX,75935,SHELBY
458909,01-JUN-11,26-JUN-11,Settled,9,JACK COUNTY MEDICAL CLINIC,717 MAGNOLIA STREET,,JACKSBORO,TX,76458,JACK
458910,01-OCT-12,30-SEP-13,As Submitted,4,COMPLETE HEALTHCARE - JASPER,315 WEST HOUSTON STREET,,JASPER,TX,78951,SABINE
458912,01-JAN-13,31-DEC-13,As Submitted,5,WAGNER MEDICAL CLINIC LLP,124 E WOLDER/2ND,,SHINER,TX,77984,LAVACA
458913,01-JAN-13,31-DEC-13,As Submitted,5,FAMILY DIAGNOSTIC MEDICAL CENTER,1323 E. FRANKLIN ST,,HILLSBORO,TX,76645,HILL
458923,01-JAN-13,31-DEC-13,As Submitted,5,PORT ISABEL HEALTH CLINIC,5505 S. EXPRESSWAY 77  SUITE 205,,HARLINGEN,TX,78550,CAMERON
458927,01-JAN-13,31-DEC-13,As Submitted,,HOMETOWN HEALTHCARE,408 NORTH GIRAUD,,COTULLA,TX,78014,LA SALLE
458932,01-JAN-10,31-DEC-10,Settled,4,VIDOR COMMUNITY HEALTH CLINIC INC.,1290 HWY 12,,VIDOR,TX,77670-2202,ORANGE
458934,01-JAN-13,31-DEC-13,As Submitted,6,LOS FRESNOS MEDICINE,725 OCEAN DRIVE,,LOS FRESNOS,TX,78566,CAMERON
458940,01-JAN-13,31-DEC-13,As Submitted,3,CADENHEAD RURAL HEALTH CLINIC,1417 N. 1ST STREET,,HASKELL,TX,79521,HASKELL
458941,01-JAN-10,31-DEC-10,Settled,5,GEORGE RURAL HEALTH CLINIC,511 N MAIN,,FT STOCKTON,TX,79735,PECOS
458956,01-JAN-13,31-DEC-13,As Submitted,3,PLAINVIEW CHILDREN S RHC,2202 EDGEMERE DRIVE,,PLAINVIEW,TX,79072,HALE
458965,01-JAN-13,31-DEC-13,As Submitted,4,JOURDANTON FAMILY RHC,1540 GOODWIN STREET,,PLEASANTON,TX,78064,ATASCOSA
458966,01-JAN-13,31-DEC-13,As Submitted,4,SOUTH TEXAS FAMILY CARE,8555 NORTH STATE HIGHWAY 16,,POTEET,TX,78065,ATASCOSA
458967,01-JAN-13,31-DEC-13,As Submitted,,YOAKUM FAMILY PRACTICE,210 NELSON STREET,,YOAKUM,TX,77995,DEWITT
458970,01-JAN-13,31-DEC-13,Settled,4,NEW BRAUNFELS PEDIATRIC ASSOC. P.A.,1535 EAST COMMON,,NEW BRAUNFELS,TX,78130,COMAL
458973,01-JAN-13,31-DEC-13,As Submitted,4,WESTLAKE MEDICAL CENTER  LLC,1607 E. QUINLAN PKWY,,QUINLAN,TX,75474,HUNT
458974,01-OCT-12,30-SEP-13,As Submitted,11,TEARE MEMORIAL CLINIC,P.O. BOX 550,,BOOKER,TX,79005,LIBSCOMB
458975,01-JAN-10,31-DEC-10,Settled,3,COOKE COUNTY MEDICAL CENTER,801 N. GRAND AVE. STE #1,,GAINESVILLE,TX,76240,COOKE
458976,01-JAN-11,31-DEC-11,Settled,3,RED RIVER MEDICAL CENTER,801 N. GRAND AVE. SUITE #4,,GAINESVILLE,TX,76240,GAINESVILLE
458986,01-JAN-11,31-DEC-11,Settled,5,SOUTH PADRE ISLAND PEDIATRIC CENTER,220 E MARYS STREET,,MATHIS,TX,78368,SAN PATRICIO
458987,01-JAN-11,31-DEC-11,Settled,2,YELED SHALOM PEDIATRIC CLINIC,1975 N VETERANS BLVD STE 5,,EAGLE PASS,TX,78852,MAVERICK
458999,01-JAN-13,31-DEC-13,As Submitted,4,NEW BRAUNFELS RURAL HEALTH CLINIC,189 E. AUSTIN STREET  SUITE 106,,NEW BRAUNFELS,TX,78130,COMAL
461801,01-JUL-12,30-JUN-13,As Submitted,1,CARBON MEDICAL SERVICE ASSN. INC.,305 CENTER STREET,,EAST CARBON,UT,84520,CARBON
461802,01-JUL-12,30-JUN-13,As Submitted,1,WAYNE COMMUNITY HEALTH CENTER,128 SOUTH 300 WEST,,BICKNELL,UT,84715,WAYNE
461803,01-APR-13,31-MAR-14,As Submitted,2,ENTERPRISE VALLEY MEDICAL CLINIC,P.O. BOX 370,,ENTERRPISE,UT,84725-0370,WASHINGTON
461804,01-JUN-12,31-MAY-13,As Submitted,1,GREEN RIVER MEDICAL CENTER,585 WEST MAIN STREET,,GREEN RIVER,UT,84525,EMERY
461808,01-JAN-13,31-DEC-13,As Submitted,1,COPPERVIEW COMMUNITY HEALTH CENTER,220 WEST 7200 SOUTH   SUITE A,,MIDVALE,UT,84047,SALT LAKE
461813,01-JAN-13,31-DEC-13,As Submitted,1,MOUNTAINLANDS FAMILY HEALTH CENTER,589 SOUTH STATE STREET,,PROVO,UT,84606,UTAH
461815,01-APR-13,31-MAR-14,As Submitted,1,MIDTOWN COMMUNITY HEALTH CENTER INC,2240 ADAMS AVENUE,,OGDEN,UT,84401-1511,WEBER
461817,01-JAN-13,31-DEC-13,As Submitted,1,WASATCH HOMELESS HEALTH CARE  INC.,409 WEST 400 SOUTH,,SALT LAKE CITY,UT,84101,SALT LAKE
461818,01-JUL-12,30-JUN-13,As Submitted,1,UTAH NAVAJO HEALTH SYSTEM  INC.,EAST HIGHWAY 262,,MONTEZUMA CREEK,UT,84534,SAN JUAN
461819,01-JAN-13,31-DEC-13,As Submitted,1,SOUTHWEST UTAH COMMUNITY HEALTH CTR,25 NORTH 100 EAST  SUITE 102,,SAINT GEORGE,UT,84770,WASHINGTON
461820,01-JUL-11,30-JUN-12,Settled,1,BEARLAKE COMMUNITY HEALTH CENTER,325 WEST LOGAN HIGHWAY,,GARDEN CITY,UT,84028,RICH
461827,01-MAY-12,30-APR-13,Settled,1,CACHE VALLEY COMMUNITY HEALTH CENTER,1515 NORTH 400 EAST SUITE 104,,NORTH LOGAN,UT,84341,CACHE
461832,22-DEC-11,31-DEC-12,As Submitted,1,MOUNTAINLANDS COMMUNITY HEALTH CENTE,910 E 100 N STE 155,,PAYSON,UT,84651,UTAH
463810,01-JAN-13,31-DEC-13,As Submitted,2,BEAVER MEDICAL,1059 NORTH 100 WEST,,BEAVER,UT,84713,BEAVER
463813,01-SEP-11,31-AUG-12,Settled,4,MOUNTAIN UTAH FAMILY MEDICINE,850 N MAIN,,RICHFIELD,UT,84701,SEVIER
463814,01-JAN-11,31-DEC-11,Settled,3,HURRICANE FAMILY CLINIC,11 SOUTH MAIN STREET,,HURRICANE,UT,84737,WASHINGTON
463815,01-JAN-13,31-DEC-13,As Submitted,6,KAMAS HEALTH CENTER,228 WEST 200 SOUTH,,KAMAS,UT,84036,SUMMIT
463816,01-JAN-13,31-DEC-13,As Submitted,6,COALVILLE HEALTH CENTER,142 SOUTH 50 EAST,,COALVILLE,UT,84017,SUMMIT
463819,01-JAN-13,31-DEC-13,As Submitted,4,MOAB FAMILY MEDICINE,476 WILLIAMS WAY,,MOAB,UT,84532,GRAND
463821,01-JAN-11,31-DEC-11,Settled,6,MOAB MEDICAL CENTER,380 NORTH 500 WEST,,MOAB,UT,84532,GRAND
471800,01-MAY-12,30-APR-13,As Submitted,4,COMMUNITY HEALTH CTR OF BURLINGTON,617 RIVERSIDE AVE,,BURLINGTON,VT,05401,CHITTENDEN
471801,01-APR-13,31-MAR-14,As Submitted,1,NORTHERN COUNTIES HEALTH CARE  INC.,201 EAST MAIN STREET,,CONCORD,VT,05824,ESSEX
471807,01-JAN-13,31-DEC-13,As Submitted,1,RICHFORD HEALTH CENTER  INC.,44 MAIN STREET  SUITE 200,,RICHFORD,VT,05476,FRANKLIN
471815,01-JAN-12,31-DEC-12,Settled,1,CASTLETON FAMILY HEALTH CENTER,275 ROUTE 30 NORTH,,BOMOSEEN,VT,05732,RUTLAND
471818,01-JUL-12,30-JUN-13,As Submitted,1,NE WASHINGTON CTY COMM HEALTH  INC,157 TOWNE AVE,,PLAINFIELD,VT,05667,WASHINGTON
471820,01-OCT-12,30-SEP-13,As Submitted,1,COPLEY PROFESSIONAL SERVICES GROUP,530 WASHINGTON HIGHWAY  SUITE 12,,MORRISVILLE,VT,05661,LAMOILLE
471826,01-JAN-13,31-DEC-13,As Submitted,1,LITTLE RIVERS HEALTH CARE  INC.,65 MAIN STREET,,WELLS RIVER,VT,05081,ORANGE
471833,01-OCT-12,30-SEP-13,As Submitted,1,LUDLOW HEALTH CENTER,1 ELM STREET,,LUDLOW,VT,05149,WINDSOR
473814,01-JAN-13,31-DEC-13,Settled,4,NEWPORT PEDIATRICS & ADOLESCENT MED,121 MEDICAL VILLAGE DR,,NEWPORT,VT,05855,ORLEANS
473821,01-JAN-12,26-JUN-12,Settled,3,KEELER BAY FAMILY PRACTICE,564 US ROUTE 2  SUITE #1,,SOUTH HERO,VT,05486,GRAND ISLE COUNTY
473824,01-JAN-13,31-DEC-13,As Submitted,4,COLD HOLLOW FAMILY PRACTICE  PC,84 WATER TOWER HILL,,ENOSBURG FALLS,VT,05450,FRANKLIN COUNTY
473827,01-JAN-13,31-DEC-13,Settled,4,RYDER BROOK PEDIATRICS,RTE 100 S LAPORT RD,,MORRISVILLE,VT,05661-0608,LAMOILLE
473829,01-JAN-13,31-DEC-13,As Submitted,1,MOUNTAIN VALLEY MEDICAL CLINIC,38 ROUTE 11,,LONDONDERRY,VT,05148,WINDHAM
473830,01-JAN-14,26-FEB-14,As Submitted,3,ARLINGTON FAMILY PRACTICE,9 CHURCH STREET,,ARLINGTON,VT,05250,BENNINGTON
481801,01-JAN-13,31-DEC-13,As Submitted,,FREDERIKSTED HEALTH CARE  INC.,516 STRAND STREET,,FREDERIKSTED,VI,00840,ST. CROIX ISLAND
481802,01-MAR-13,28-FEB-14,As Submitted,,ST. THOMAS EAST END MEDICAL CENTER,4605 TUTU PARK MALL SUITE 207,,ST THOMAS,VI,00805,NONE
491801,01-APR-13,31-MAR-14,As Submitted,1,CENTRAL VIRGINIA HEALTH SERVICES,25892 N JAMES MADISON HWY,,NEW CANTON,VA,23123,BUCKINGHAM
491803,01-FEB-13,31-JAN-14,As Submitted,4,STONY CREEK COMMUNITY HEALTH CTR,12454 HARTLEY STREET,,STONY CREEK,VA,23882,SUSSEX
491804,01-JUN-12,31-MAY-13,As Submitted,1,EASTERN SHORE RURAL HEALTH SYSTEM,8034 LANKFORD HIGHWAY,,OAK HALL,VA,23416,ACCOMACK
491808,01-FEB-13,31-JAN-14,As Submitted,4,BLAND COUNTY MEDICAL CLINIC  INC.,12301 GRAPEFIELD ROAD,,BASTIAN,VA,24314,BLAND
491809,01-FEB-13,31-JAN-14,As Submitted,4,SOUTHWEST VA COMM HLTH SYSTEMS  INC.,319 FIFTH AVENUE,,SALTVILLE,VA,24370,SMYTH
491811,01-APR-13,31-MAR-14,As Submitted,,HORIZON HEALTH SERVICES  INC.,8575 IVOR ROAD,,IVOR,VA,23866,SOUTHAMPTON
491812,01-JUN-12,31-MAY-13,As Submitted,4,ST. CHARLES HEALTH COUNCIL  INC.,241 MONARCH ROAD,,ST. CHARLES,VA,24282,LEE
491818,01-DEC-12,30-NOV-13,As Submitted,1,PENINSULA INSTITUTE FOR COMM HEALTH,4714 MARSHALL AVE.,,NEWPORT NEWS,VA,23607,CITY OF NEWPORT NEWS
491821,01-JAN-13,31-DEC-13,As Submitted,1,SOUTHERN DOMINION HEALTH SYSTEMS,1508 K-V ROAD,,VICTORIA,VA,23974,LUNENBURG
491824,01-JUN-12,31-MAY-13,As Submitted,1,CLINCH RIVER HEALTH SERVICES  INC.,17633 VETERANS MEMORIAL HWY,,DUNGANNON,VA,24245,SCOTT
491827,01-JUN-11,31-MAY-12,Settled,1,TRI-AREA COMMUNITY HLTH  LAUREL FORK,14558 DANVILLE PIKE,,LAUREL FORK,VA,24352,CARROLL
491828,01-JAN-13,31-DEC-13,As Submitted,1,BLUE RDIGE MEDICAL CENTER,4038 THOMAS NELSON HIGHWAY,,ARRINGTON,VA,22922,NELSON
491834,01-JUL-12,30-JUN-13,As Submitted,4,PORTSMOUTH COMMUNITY HEATLH CENTER,664 LINCOLN STREET,,PORTSMOUTH,VA,23704,US
491841,01-JAN-13,31-DEC-13,As Submitted,1,VERNON J HARRIS EAST END COMM HEALTH,719 N 25TH STREET,,RICHMOND,VA,23223,RICHMOND CITY
491844,01-JUN-12,31-MAY-13,As Submitted,1,KUUMBA COMMUNITY HLTH & WELLNESS,3716 MELROSE AVENUE NW,,ROANOKE,VA,24017,ROANOKE
491854,01-JUL-12,30-JUN-13,As Submitted,1,THE DAILY PLANET,517 W. GRACE STREET,,RICHMOND,VA,23220,RICHMOND CITY
491858,01-JUL-12,30-JUN-13,As Submitted,1,HIGHLAND MEDICAL CENTER,120 JACKSON RIVER RD,,MONTEREY,VA,24465,HIGHLAND
491859,01-NOV-12,31-OCT-13,As Submitted,1,JOHNSON HEALTH CENTER,320 FEDERAL STREET,,LYNCHBURG,VA,22504,LYNCHBURG CITY
491860,01-JUL-12,30-JUN-13,As Submitted,1,ALEXANDRIA NEIGHBORHOOD HLTH SVCS,2445 ARMY NAVY DRIVE,,ARLINGTON,VA,22206-2905,ARLINGTON
491862,01-JUL-12,30-JUN-13,As Submitted,1,PIEDMONT ACCESS TO HEALTH SERVICES,312 EAST FAIRY STREET,,MARTINSVILLE,VA,24112,MARTINSVILLE CITY
491887,01-JAN-13,31-DEC-13,As Submitted,1,LOUDOUN COMMUNITY HEALTH CENTER,163 FORT EVANS ROAD NE,,LEESBURG,VA,20176,LOUDOUN
491888,01-JUL-12,30-JUN-13,As Submitted,,MARTINSVILLE HENRY COUNTY COALITION,22 EAST CHURCH STREET SUITE 311,,MARTINSVILLE,VA,24112-6208,HENRY
491892,01-JAN-13,31-DEC-13,As Submitted,2,HARRISONBURG COMMUNITY HEALTH CENTER,1380 LITTLE SORRELL DRIVE SUITE 100,,HARRISONBURG,VA,22803,CITY OF HARRISONBURG
491896,01-JUL-12,30-JUN-13,As Submitted,1,GREATER PRINCE WILLIAM CHC,4379 RIDGEWOOD CENTER DR STE 102,,WOODBRIDGE,VA,22191-4205,PRINCE WILLIAM
491901,23-JUN-10,30-JUN-11,Settled,1,ARLINGTON COUNTY DEPARTMENT OF BEHAV,1725 N. GEORGE MASON DR,,ARLINGTON,VA,22205,ARLINGTON
491902,17-MAY-10,30-JUN-10,Settled,1,ALEXANDRIA HEALTH DEPT CASEY HC,1200 N. HOWARD ST,,ALEXANDRIA,VA,22304,CITY OF ALEXANDRIA
491915,19-JUN-12,30-JUN-13,Settled,1,THE DAILY PLANET INC,517 WEST GRACE STREET,,RICHMOND,VA,23220,RICHMOND CITY
491922,01-JUN-12,31-MAY-13,Settled,2,VANSANT RESPIRATORY CARE CENTER,10953 RIVERSIDE DRIVE,,OAKWOOD,VA,24631,BUCHANAN
491923,01-JUN-12,31-MAY-13,Settled,2,ST CHARLES RESPIRATORY CENTER,213 MONARCH ROAD,,ST CHARLES,VA,24282-0069,LEE
493807,01-JAN-13,31-DEC-13,As Submitted,4,FAIRFIELD MEDICAL ASSOCIATES,33 RED HILL ROAD,,FAIRFIELD,VA,24435,ROCKBRIDGE
493810,01-JAN-13,31-DEC-13,As Submitted,4,RIDGEWOOD HEALTHCARE CLINIC,110 WEST MAIN STREET,,LEBANON,VA,24266,RUSSELL
493820,02-JUL-13,30-NOV-13,As Submitted,4,CLINCH VALLEY PHYSICIANS ASSOCIATES,PO BOX CVPA,,RICHLANDS,VA,24641,TAZEWELL
493821,01-JAN-11,01-JAN-12,Settled,4,WASHINGTON SQUARE CLINIC,3150 CLINCH STREET,,RICHLANDS,VA,24641,TAZEWELL
493823,01-SEP-10,31-AUG-11,Settled,4,CHASE CITY FAMILY PRACTICE,946 N. MAIN STREET,,CHASE CITY,VA,23924,MECKLENBURG
493825,01-JUL-12,30-JUN-13,Settled,1,OLDE TOWNE MEDICAL CENTER,5249 OLDE TOWNE ROAD,,WILLIAMSBURG,VA,23188-8111,JAMES CITY
493829,01-JAN-13,31-DEC-13,As Submitted,4,TRI STATE CLINIC  INC.,1520 SLATE CREEK ROAD,,GRUNDY,VA,24614,BUCHANAN
493830,01-JAN-13,31-DEC-13,As Submitted,4,PARTICK COUNTY FAMILY PRACTICE,ROUTE 58,,STUART,VA,24171-1019,PATRICK
493831,01-JAN-10,31-DEC-10,Settled,4,PARTICK COUNTY F. P.  & OB CLAUDVILL,ROUTE 58,,CLAUDVILLE,VA,24171-1019,PATRICK
493833,01-JAN-13,31-DEC-13,As Submitted,4,SOUTH HILL FAMILY MEDICINE INC,514  W. ATLANTIC STREET,,SOUTH HILL,VA,23970,MECKLENBURG
493834,01-JAN-13,31-DEC-13,As Submitted,4,VIRGINIA PRIMARY CARE ASSOCIATES  PC,121 COURTHOUSE LANE,,BOWLING GREEN,VA,22427,CAROLINE
493835,01-JAN-13,31-DEC-13,As Submitted,4,DR. VARANDANI AND ASSOCIATES,1119 LAKE STREET,,PENNINGTON GAP,VA,24277,LEE
493836,01-JUL-12,30-JUN-13,Settled,4,FAMILY HEALTHCARE CENTER - GRETNA,305 NORTH MAIN STREET,,GRETNA,VA,24577,PITTSYLVANIA
493840,01-JAN-13,31-DEC-13,As Submitted,4,ABINGDON FAMILY HEALTHCARE  INC.,445 PORTERFIELD HWY  SUITE A,,ABINGDON,VA,24210,WASHINGTON
493843,01-JAN-13,31-DEC-13,As Submitted,4,GREEVER RURAL HEALTH CLINIC,403 CHILHOWIE STREET,,CHILHOWIE,VA,24319,SMYTH
