PROVIDER_NUMBER,FQHC14_Name,Street_Addr,PO_Box,City,State,Zip_Code,County
571033,IS 302,350 LINWOOD ST,,BROOKLYN,NY,11208-2116,KINS
571034,PS 194 COUNTEE CULLEN,244 WEST 144 ST,,NEW YORK,NY,10030-1202,NEW YORK
571035,SMITH COMMUNICARE HEALTH CENTER,60 MADISON ST,,MANHATTAN,NY,10038-1219,NEW YORK
571036,BROWNSVILLE CHILD HEALTH CLINIC,259 BRISTOL ST,,BROOKLYN,NY,11212-5540,KINGS
571037,GOTHAM HEALTH INC EST NEW YORK D&TC,800 VAN SICLEN AVENUE,,BROOKLYN,NY,11207-7805,KINGS
571038,WASHINGTON HEIGHT DIST. HEALTH CENTE,600 WEST 168 STREET,,NEW YORK,NY,10032,NEW YORK
571039,IS 286/172,509 WEST 129 STREET,,NEW YORK,NY,10037,NEW YORK
571040,ELEANOR ROOSEVELT HOUSES CHILD HC,388 PULASI STREET,,BROOKLYN,NY,11206,KINGS
571041,GOTHAM HEALTH INC RENAISSANCE D&TC,2987 EIGHT AVENUE,,NEW YORK,NY,10039-1324,NEW YORK
571042,PS 161 PEDRO ALBIZU CAMPOS,499 WEST 133RD STREET,,MANHATTAN,NY,10027,NEW YORK
571043,JHS 22 GORDAN L MOTT,E 167TH STREET AND COLLEGE,,BRONX,NY,10456-4015,BRONX
571045,TRILLUM HEALTH  INC.,259 MONROE AVE,,ROCHESTER,NY,14607,MONROE
571046,MELROSE HOUSE CHILD HEALTH CLINIC,348 E 156 STREET,,BRONX,NY,10451-4804,BRONX
571047,METRO COMMUNITY HEALTH CENTERS INC.,177 LIVINGSTON STREET LOWE,,BROOKLYN,NY,11201,KINGS
571048,TRI COUNTY FAMILY MEDICINE PROGRAM,60 RED JACKET ST.  SITE #1,,DANSVILLE,NY,14437,LIVINGSTON
571049,HRHCARE MIDDLETOWN,24 UNION STREET,,MIDDLETOWN,NY,10940-4906,ORANGE
571050,RYAN FREDERICK DOUGLAS CHC,2381 FREDERICK DOUGLAS BLVD,,MANHATTAN,NY,10027-1822,NEW YORK
571051,HASC DIAGNOSTIC AND TREATMENT CENTER,1221 E  14 STREET,,BROOKLYN,NY,11230,KINGS
571052,COMMUNITY HEALTH PROJECT  INC.,3144 THIRD AVE,,BRONX,NY,10451-4829,BRONX
571053,BROADWAY FAMILY HEALTH CENTER,1238 BROAWAY,,BROOKLYN,NY,11221,KINGS
571054,VOCATIONAL INSTRUCTION PROJECT COMMU,1910 ARTHUR AVENUE,,BRONX,NY,10457-6305,BRONX
571055,FORT GREEN DISTRICT HEALTH CENTER,295 FLATBUSH AVENUE EXTENSION,,BROOKLYN,NY,11201-4922,KINGS
571056,COMMUNITY HEALTHCARE NETWORK INC,9704 SUTPHIN BLVD,,BRIARWOOD,NY,11435-4721,QUEENS
571057,BEACON CHRISTIAN COMMUNITY HEALTH CE,2031 FOREST AVE 2ND FL,,STATEN ISLAND,NY,10303,RICHMOND
571058,BAY STREET HEALTH CENTER,57 BAY STREET,,STATEN ISLAND,NY,10301-2510,RICHMOND
571059,LISH  INC.AT SMITHTOWN,75 LANDING MEADOW ROAD,,SMITHTOWN,NY,11787-1124,SUFFOLK
571060,LISH  INC. AT FAMILY WELLNESS CENTER,120 PLANT AVENUE,,HAPPAUGE,NY,11788,SUFFOLK
571061,LONG ISLAND SELECT HEALTHCARE  INC,221 NORTH SUNRISE HIGHWAY SERVICE RD,,MANORVILLE,NY,11949-9604,SUFFOLK
571062,LISH  INC. AT PORT JEFFERSON STATION,51-33 TERRYVILLE ROAD,,PORT JEFFERSON STATION,NY,11776-1331,SUFFOLK
571063,LISH  INC. AT CENTRAL ISLIP,159 CARLETON AVENUE,,CENTRAL ISLIP,NY,11722,SUFFOLK
571064,LISH  INC. AT RIVERHEAD,883 E. MAIN STREET,,RIVERHEAD,NY,11901,SUFFOLK
571065,EZRA MEDICAL CENTER,1260 60TH STREET #78,,BROOKLYN,NY,11219-4976,KINGS
571066,SOUTHERN TIER COMMUNITY HLTH CTR NET,445 BROAD STREET,,SALAMANCA,NY,14779,CATTARAUGUS
571067,WHITNEY M YOUNG JR HEALTH CTR,900 LARK DRIVE,,ALBANY,NY,12207-1300,ALBANY
571068,CITICARES COMMUNITY HEALTH CENTER,154 WEST 127TH STREET,,NY,NY,10027,USA
571069,URBAN HEALTH PLAN  INC,4801 90TH STREET,,ELMHURST,NY,11373-4015,QUEENS
571070,DAMIAN FAMILY HEALTH CENTER,219 E 121ST STREET,,NEW YORK,NY,10035-3018,NEW YORK
571071,THE FLOATING HOSPITAL INC,8-13 ASTORIA BLVD,,ASTORIA,NY,11102-4028,QUEENS
571072,COVENANT HOUSE NEW YORK,460 W 41ST STREET,,MANHATTAN,NY,10036-6801,NEW YORK
571073,OPEN DOOR FAMILY MEDICAL CTR,689 MAMARONECK AVE,,MAMARONECK,NY,10543-5910,WESTCHESTER
571074,WHITNEY M YOUNG JR HEALTH CENTER INC,1804 SECOND AVENUE,,WATERVLIET,NY,12189,ALBANY
571075,WHITNEY M YOUNG JR HEALTH CENTER INC,10 DEWITT STREET,,ALBANY,NY,12207,ALBANY
571076,CHARLES EVANS CENTER  INC.@HAUPPAUGE,305 OSER AVE,,HAUPPAUGE,NY,11788-3607,SUFFOLK
571078,MORRIS HEIGHTS HEALTH CENTER,1277 EDWARD GRANT HIGHWAY,,BRONX,NY,10452,BRONX
571079,BRIGHTPOINT HEALTH,459 E 149TH STREET,,BRONX,NY,10455,BRONX
571080,THE INSTITUTE FOR FAMILY HEALTH,64 WEST 35TH STREET,,NEW YORK,NY,10001,MANHATTAN
571081,CADMAN FAMILY HEALTH CENTER,100 CADMAN PLAZA WEST 17TH,,BROOKLYN,NY,11201,BROOKLYN
571082,FAMILY HEALTH NETWORK OF CNY,24 GROTON AVE,,CORTLAND,NY,13045-2014,CORTLAND
571084,SCHENECTADY FAMILY HEALTH SERV. INC,67 DIVISION ST STE 2,,AMSTERDAM,NY,12010,MONTGOMERY
571085,CORNERSTONE FAMILY HC,260 N LITTLE TOR RD,,NEW CITY,NY,10956-2627,ROCKLAND
571087,BRIGHTPOINT HEALTH,347 WEST 37TH STREET,,NEW YORK,NY,10018,NEW YORK
571088,COMMUNITY HEALTH CENTER OF BUFFALO,934 CLEVELAND DR.,,AMHERST,NY,14225,ERIE
571090,INSTITUTE FAMILY HEALTH,230 W 17TH STREET,,NEW YORK,NY,10011,NEW YORK
571091,CORNERSTONE FAMILY HEALTHCARE,10 BENTON AVE,,MIDDLETOWN,NY,10940,ORANGE
571092,THE FLOATING HOSPITAL  INC,421 27TH AVE,,LONG ISLAND CITY,NY,11102-4175,QUEENS
571093,CORNERSTONE FAMILY HEALTHCARE,140 HAMMOND ST,,PORT JERVIS,NY,12771-2607,ORANGE
571094,WILLIAMSBURG COMMUNITY HEALTH CENTER,279 GRAHAM AVE,,BROOKLYN,NY,11211-4901,KINGS
571095,ALI FORNEY CENTER,321 W 125TH STREET,,NEW YORK,NY,10027-3637,NEW YORK
571096,LASANTE HEALTH CENTER  INC.,672 PARKSIDE AVENUE,,BROOKLYN,NY,11226,KINGS
571097,UPSTATE FAMILY HEALTH CENTER,205 WEST DOMINICK STREET,,ROME,NY,13440,ONEIDA
571098,UPSTATE FAMILY HEALTH CENTER,1001 NOYES STREET,,UTICA,NY,13502,ONEIDA
571099,THE INSTITUTE FOR FAMILY HEALTH - TH,206 W 92ND STREET,,NEW YORK,NY,10025-7439,NEW YORK
571100,CORNERSTONE FAMILY HEALTHCARE,99 CAMERON STREET,,PINE BUSH,NY,12566-7113,ULSTER
571101,THE INSTITUTE FOR FAMILY HEALTH,601 W 114 STREET,,NEW YORK,NY,10025-7906,NEW YORK
571102,THE INSTITUTE FOR FAMILY HEALTH,340 W 85TH STREET,,NEW YORK,NY,10024,NEW YORK
571103,THE INSTITUTE FOR FAMILY HEALTH,1420 FERRIS PLACE,,BRONX,NY,10461-3611,BRONX
571104,THE INSTITUTE FOR FAMILY HEALTH,251 WEST 80TH STREET,,NEW YORK,NY,10024-5743,NEW YORK
571106,THE INSTITUTE FOR FAMILY HEALTH,269 E 4TH STREET,,NEW YORK,NY,10009-7525,NEW YORK
571107,LA CLINICA DEL BARRIO,413 E 120TH STREET,,NEW YORK,NY,10035-3602,NEW YORK
571108,HEALTH CENTER AT GUNHILL,1012 E GUN HILL ROAD,,BRONX,NY,10469-3720,BRONX
571109,GREENPOINT COMMUNITY HEALTH CENTER,875 MANHATTAN AVENUE,,BROOKLYN,NY,11222-2227,KINGS
571110,HEALTH CENTER AT TREMONT,1826 ARTHUR AVE,,BRONX,NY,10457-6601,BRONX
571111,CALLEN LORDE HEALTH,208 W 13TH STREET,,MANHATTAN,NY,10011-1702,NEW YORK
571112,BEST HEALTH CENTER,2150 HEMPSTEAD TURNPIKE,,ELMONT,NY,11003,NASSAU
571113,HIS BRANCHES  INC,918 N GOODMAN STREET,,ROCHESTER,NY,14609-4652,MONROE
571114,DAMIAN FAMILY CARE CENTER INC,13 HELL GATE CIR,,MANHATTAN,NY,10035-6602,NEW YORK
571115,DAMIAN FAMILY HEALTH CARE,161 LAKE SHORE RD,,LAKE RONKONKOMA,NY,11779-3182,SUFFOLK
571116,DAMIAN FAMILY CARE INC,11711 MYRTLE AVE,,RICHIMOND HILL,NY,11418-1751,QUEENS
571117,DAMIAN FAMILY CARE CENTER,3411 VERNON BLVD,,LONG ISLAND CITY,NY,11106-5121,QUEENS
571118,BETANCES HEALTH CENTER,1427 BROADWAY,,BROOKLYN,NY,11221-4202,KINGS
571119,VIDA GUIDANCE CENTER,4419 3RD AVENUE,,BRONX,NY,10457,BRONX
571120,THE INSTITUTE OF FAMILY HEALTH AT CA,2090 ADAM CLAYTON POWELL JR BLVD,,NEW YORK,NY,10027-4990,NEW YORK
571121,DAMIAN FAMILY CARE CENTER INC,225 E 53RD ST OFFICE 1,,NEW YORK,NY,10022-4809,NEW YORK
571122,CORNERSTONE FAMILY HEALTHCARE,14 GROVE STREET,,MIDDLETOWN,NY,10940-4806,ORANGE
571123,CORNERSTONE FAMILY HEALTHCARE,24 OLD FIREHOUSE ROAD,,WALLKILL,NY,12589,ULSTER
571124,HIS BRANCHES  INC.,340 ARNETT BLVD,,ROCHESTER,NY,14619,MONROE
571125,BUSHWICK COMMUNICARE CENTER,355 CENTRAL AVENUE,,BROOKLYN,NY,11221-4701,KINGS
571126,BRIGHTPOINT HEALTH,56 BAY STREET  SUITE 2,,STATEN ISLAND,NY,10301-2563,RICHMOND
571127,OCEANSIDE FAMILY HEALTH CENTER,3227 LONG BEACH ROAD,,OCEANSIDE,NY,11572,NASSAU
571128,SETTLEMENT HEALTH & MEDICAL SERVICES,2070 FIRST AVENUE,,NEW YORK,NY,10029-4323,NEW YORK
571129,JERICHO ROAD COMMUNITY HEALTH CENTER,1021 BROADWAY STREET,,BUFFALO,NY,14212-1460,ERIE
571130,REFUAH HEALTH CENTER INC,100 ROUTE 59,,SUFFEREN,NY,10901-4927,ROCKLAND
571131,LONG ISLAND CITY HIGH SCHOOL,14-30 BROADWAY,,ASTORIA,NY,11106-4530,QUEENS
571132,SPRINGFIELD GARDEN EDU CAMPUS FQHC,14310 SPRINGFIELD BOULEVARD,,SPRINGFIELD GARDENS,NY,11413-3240,QUEENS
571133,850 GRAND STREET CAMPUS HIGH SCHOOL,850 GRAND STREET,,BROOKLYN,NY,11211-5002,KINGS
571134,NORMAN THOMAS HIGH SCHOOL,111 EAST 33RD STREET,,NEW YORK,NY,10016-5334,NEW YORK
571135,HUDSON VALLEY REGIONAL COMMUNITY HEA,15 MOUNT EBO ROAD S SUITE 1,,BREWSTER,NY,10509-4004,PUTNAM
571136,HUDSON VALLEY REGIONAL COMMUNITY HEA,301 MANCHESTER ROAD SUITE 104,,POUGHKEEPSIE,NY,12603-2587,DUTCHESS
571137,INTERMEDIATE SCHOOL 145,3334 80TH STREET,,JACKSON HEIGHTS,NY,11372-1341,QUEENS
571138,PS 86,8741 PARSONS BOULEVARD,,JAMAICA,NY,11432-3315,QUEENS
571139,BEDFORD HEALTH CLINIC,485 THROOP AVE,,BROOKLYN,NY,11221-1037,KINGS
571140,THE CHAUTAUQUA CENTER  INC,314 CENTRAL AVE,,DUNKIRK,NY,14048-2136,CHAUTAUQUA
571141,IS 49,223 GRAHAM AVE,,BROOKLYN,NY,11206-1203,KINGS
571143,WHITNEY M. YOUNG  JR. HEALTH CENTER,400 SHERIDAN AVE,,ALBANY,NY,12206-2920,ALBANY
571144,WHITNEY M. YOUNG  JR. HEALTH CENTER,274 S. PEARL ST,,ALBANY,NY,12202-1829,ALBANY
571147,THE CHAUTAUQUA CENTER  INC,1134 CENTRAL AVE,,DUNKIRK,NY,14048-3423,CHAUTAUQUA
571148,RAMBAM FAMILY HEALTH CENTER,1122 CHESTNUT AVENUE,,BROOKLYN,NY,11230,KINGS
571149,MORRIS HEIGHTS HEALTH CENTER  INC.,779 MELROSE AVENUE,,BRONX,NY,10451-4440,BRONX
571150,SPRINGFIELD COMMUNITY HEALTH CENTER,134-64 SPRINGFIELD BOULEVARD,,SPRINGFIELD GARDENS,NY,11413-1459,QUEENS
571151,BAY STREET HEALTH CENTER,57 BAY STREET,,STATEN ISLAND,NY,10301,RICHMOND
571152,THE HUB HEALTH CENTER,459 EAST 149TH STREET,,BRONX,NY,10455-1314,BRONX
571154,CHURCH AVENUE HEALTH CENTER,2412 CHURCH AVENUE,,BROOKLYN,NY,11226,KINGS
571157,HENRY STREET SCHOOL,220 HENRY STREET,,NEW YORK,NY,10002-4815,NEW YORK
571161,SOUTH QUEENS COMMUNITY CENTER,114-02 GUY BREWER BOULEVARD,,JAMAICA,NY,11434-1234,QUEENS
571162,MARINERS HARBOR FAMILY HEALTH CENTER,2040 FOREST AVE,,STATEN ISLAND,NY,10303-1755,RICHMOND
571163,BUSHWICK EDUCATIONAL CAMPUS,400 IRVING AVENUE,,BROOKLYN,NY,11237-5938,KINGS
571164,RIDGEWOOD COMMUNICARE CENTER,769 ONDERDONK AVENUE,,RIDGEWOOD,NY,11385-3711,QUEENS
571165,WOMENS MEDICAL CENTER AT CORONA,59-17 JUNCTION BOULEVARD,,CORONA,NY,11368-5188,QUEENS
571168,CORONA DISTRICT HEALTH CENTER,34-33 JUNCTION BLVD,,CORONA,NY,11372-3828,QUEENS
571170,WOODSIDE HOUSES CHILD HEALTH CENTER,50-53 NEWTON ROAD,,WOODSIDE,NY,11377-1731,QUEENS
571171,HOMECREST DISTRICT HEALTH CENTER,1601 AVENUE SOUTH,,BROOKLYN,NY,11229-2920,KINGS
571172,VANDERBILT AVENUE HEALTH CENTER,155 VANDERBILT AVENUE,,STATEN ISLAND,NY,10304-2604,RICHMOND
571173,PARSONS COMMUNITY HEALTH CENTER,9037 PARSONS BLVD,,JAMAICA,NY,11432-6032,QUEENS
571175,HUDSON HEADWATERS HEALTH NETWORK,87 PLAZA BLVD,,PLATTSBURGH,NY,12901-6438,CLINTON
571177,THE FLOATING HOSPITAL INC,285 E 171ST STREET,,BRONX,NY,10457-8939,BRONX
571180,ODA PRIMARY HEALTH CARE NETWORK INC,18 HEYWARD ST,,BROOKLYN,NY,11249,KINGS
571182,THE CHAUTAUQUA CENTER  INC.,107 INSTITUTE STREET,,JAMESTOWN,NY,14701,CHAUTAUQUA
571183,ODA PRIMARY HEALTH CARE NETWORK INC,74 WALLABOUT ST,,BROOKLYN,NY,11249,KINGS
571185,HUDSON HEADWATERS HEALTH NETWORK,27 HYLAND AVE,,LAKE LUZERNE,NY,12846-3923,WARREN
571186,WHITNEY M YOUNG JR HEALTH CENTER INC,849 2ND AVE,,TROY,NY,12182,RENSSELAER
651800,SOUTHERN REGION COMMUNITY HLTH CNT,162 APMAN DRIVE,,INARAJAN,GU,96917,INARAJAN
661800,KAGMAN COMMUNITY HEALTH CENTER,BUILDING 1 AND 2,,SAIPAN,MP,96950,MARIANAS ISLANDS
661801,KAGMAN COMMUNITY HEALTH CENTER  INC.,LEMMAI WAY,,SAIPAN,MP,96950,CNMI
671816,MIDLAND COMMUNITY HC SERVICES,801 E. FLORIDA AVENUE,,MIDLAND,TX,79704,MIDELAND
671821,CACTUS HEALTH SERVICES  INC,301 N WATER STREET,,FT. STOCKTON,TX,79735,PECOS
671827,FORT WORTH NORTHSIDE COMM HEALTH CTR,2100 NORTH MAIN STREET,,FORT WORTH,TX,76244,TARRANT
671829,GOOD NEIGHBOR HEALTHCARE CENTER,190 HEIGHTS BLVD,,HOUSTON,TX,77007,HARRIS
671830,SHACKELFORD CO COMMUNITY RESOURC CTR,725 PATE STREET,2435,ALBANY,TX,76430,SHACKELFORD
671834,HOUSTON COMMUNITY HEALTH CENTERS INC,424B HAHLO STREET,,HOUSTON,TX,77020,HARRIS
671835,LEGACY COMMUNITY HEALTH SERVICES,1415 CALIFORNIA STREET,,HOUSTON,TX,77006,HARRIS
671840,MT ENTERPRISE COMMUNITY HEALTH,106 W RUSK STREET,,MT ENTERPRISE,TX,75681,RUSK
671842,LONGVIEW WELLNESS CENTER,1107 EAST MARSHALL AVENUE,,LONGVIEW,TX,75606,GREGG
671843,PASADENA HEALTH CENTER  INC.,908 SOUTHMORE,,PASADENA,TX,77502,PASADENA
671844,SPRING BRANCH COMMUNITY HEALTH CNTR,1615 HILLENDAHL,,HOUSTON,TX,77055,HARRIS
671858,EAST TEXAS BORDER HEALTH CLINIC,106 NORTH ALLEY STREET,,JEFFERSON,TX,75657,MARION
671862,FRONTERA HEALTHCARE EDEN CLINIC,551 EAKER STREET,,EDEN,TX,76837,CONCHO
671866,HEALTH CENTER OF SOUTHEAST TEXAS,307 N WILLIAM BARNETT AVENUE,,CLEVELAND,TX,77327,LIBERTY
671872,BAYSIDE CLINIC,621 S ROSS STERLING,,ANAHUAC,TX,77514,CHAMBERS
671881,PRESIDIO COUNTY HEALTH SERVICES  INC,406 SOUTH SUMMER ST.,,MARFA,TX,79843-0267,PRESIDIO
671883,HEALTH OPPORTUNITIES FOR PEOPLE E T,157 WALL ST,,TENAHA,TX,75974,SHELBY
671894,AMISTAD COMMUNITY HEALTH CENTER INC,1533 S. BROWNLEE BLVD,,CORPUS CHRISTI,TX,78404,NUECES
671898,COMBEST COMMUNITY HEALTH & WELLNESS,301 40TH ST.,,LUBBOCK,TX,79404,LUBBOCK
671908,ELLIS CTY COALITION HLTH DBA HOPE C,411 EAST JEFFERSON,,WAXAHACHIE,TX,75165,ELLIS
671910,HOUSTON AREA COMMUNITY SERVICE INC.,2150 WEST 18TH STREET SUITE 300,,HOUSTON,TX,77008,HARRIS
671911,SPECIAL HEALTH RESOURCES FOR TEXAS,410 NORTH 4TH STREET,,LONGVIEW,TX,75601,GREGG
671912,FAMILY HEALTH CLINIC,840 WEST CLEMENTS,,ODESSA,TX,79763,ECTOR
671913,ASIAN AMER HLTH COAL OF GRT HOUSTON,7001 CORPORATE DRIVE  SUITE 120,,HOUSTON,TX,77036,HARRIS
671914,MEHOP,101 AVE F N.,,BAY CITY,TX,77414,MATAGORDA
671934,STEPHEN F. AUSTIN COMM HLTH CENTER,1111 WEST ADOUE STREET,,ALVIN,TX,77511,BRAZORIA
671936,LONE STAR CIRCLE OF CARE- LAKE AIRE,2423 WILLIAMS DRIVE,,GEORGETOWN,TX,78628,WILLIAMSON
671942,TEJAS HEALTH CARE,753 E. TRAVIS,,LA GRANGE,TX,78945,FAYETTE
671944,PROJECT VIDA HEALTH CENTER-SIERRA BL,500 E. WALLING,,SIERRA BLANCA,TX,79851,HUDSPETH
671948,HEALTHCARE FOR THE HOMELESS-HOUSTON,1934 CAROLINE STREET,,HOUSTON,TX,77002,HARRIS
671979,CROSS TIMBERS HEALTH CLINICS  INC.,104 SOUTH PARK DRIVE,,BROWNWOOD,TX,76801,BROWN
681000,CAMILLUS HEALTH CONCERN  INC.,1545 NW 77 ST,,MIAMI,FL,33136,MIAMI-DADE
681003,HERNANDO CHD NATURE COAST,7551 FOREST OAKS BLVD,,SPRING HILL,FL,34606,HERNANDO
681004,PREMIER COMMUNITY HEALTHCARE GROUP,38724 MUDCAT GRANT ROAD,,DADE CITY,FL,33523,PASCO
681005,PREMIER COMMUNITY HEALTHCARE GROUP,38724 MUDCAT GRANT ROAD,,DADE CITY,FL,33523,PASCO
681006,COMMUNITY AIDS RESOURCE  INC.,1901 SW 1ST STREET  3RD FLOOR,,MIAMI,FL,33135,MIAMI-DADE
681007,JESSIE TRICE COMMUNITY HEALTH CENTER,2520 NW 75TH STREET,,MIAMI,FL,33147,MIAMI DADE
681008,ORANGE BLOSSOM FAMILY HEALTH CENTER,232 N ORANGE BLOSSOM TRAIL,,ORLANDO,FL,32805,ORANGE
681009,ORANGE BLOSSOM FAMILY HEALTH CENTER,232 N ORANGE BLOSSOM TRAIL,,ORLANDO,FL,32805,ORANGE
681010,COMMUNITY AIDS RESOURCE,3510 BISCAYNE BLVD,,MIAMI,FL,33137,MIAMI-DADE
681011,BANYAN COMMUNITY HEALTH CENTER  INC,3800 W. FLAGLER STREET,,CAROL GABLES,FL,33134,MIAMI-DADE
681012,BANYAN COMMUNITY HEALTH CENTER  INC.,6100 BLUE LAGGON DRIVE  STE 400,33126,MIAMI,FL,33126,MIAMI-DADE
681013,BANYAN COMMUNITY HEALTH CENTER INC,3733 W FLAGLER STREET,,CORAL GABLES,FL,33134,MIAMI DADE
681015,LEE COMMUNITY HEALTHCARE,13279 N. CLEVELAND AVE,,NORTH FORT MYERS,FL,33903,LEE
681016,LEE COMMUNITY HEALTHCARE - DUNBAR,3511 DR MARTIN LUTHER KING BLVD,,FORT MYERS,FL,33916,LEE
681017,LEWIS CENTER,1000 45TH ST,,WEST PALM BEACH,FL,33407-2416,PALM BEACH
681018,GOLDEN CENTER FQHC,1041 45TH ST 100,,WEST PALM BEACH,FL,33407-2402,PALM BEACH
681019,CARE RESOURCE,1701 MERDIAN AVENUE  SUITE 400,,MIAMI BEACH,FL,33139,MIAMI-DADE
681020,FLORIDA DEPARTMENT OF HEALTH,2200 RINGLING BLVD,,SARASOTA,FL,34237-6102,SARASOTA
681021,AMA ARCADIA,425 NURSING HOME DRIVE,,ARCADIA,FL,34266,DE SOTO
681022,FAMILY HEALTH CENTERS OF SW FL,15570 HAGLE DRIVE,,FORT MYERS,FL,33908,LEE
681023,TOTAL WOMENS CARE,1890 SW HEALTH PARKWAY  SUITE 203,,NAPLES,FL,34109,COLLIER
681024,COMMUNITY HEALTH OF SOUTH FL,820 SW 1ST STREET,,HOMESTEAD,FL,33033,DADE
681025,AZALEA HEALTH,460 PALM COAST PARKWAY SW  SUITE 5,,PALM COAST,FL,32137,FLAGLER
681026,COMMUNITY CARE FAMILY CLINIC COUNSEL,725 N 12TH AVENUE,,ARCADIA,FL,34266,DE SOTO
681027,TWIN RIVERS MEDICAL CENTER,888 N ROVERTS AVENUE,,ARCADIA,FL,34266,DE SOTO
681028,TRENTON MEDICAL CENTER  INC.,2021 PROFESSIONAL CENTER DRIVE,,ORANGE PARK,FL,32073,CLAY
681029,BORINQUEN HEALTH - WOMENS CENTER,12603 NE 7 AVENUE,,NORTH MIAMI,FL,33161,MIAMI-DADE
681030,COMMUNITY HEALTH CENTER OF PINELLAS,1721 MAIN STREET,,DUNEDIN,FL,34698,PINELLAS
681031,PREMIER COMMUNITY HEALTHCARE GROUP,1611 DENTON AVENUE,,HUDSON,FL,34667,PASCO
681032,ORANGE BLOSSOM FAMILY HEALTH CENTER,9833 E COLONIAL DRIVE,,ORLANDO,FL,32817,ORANGE
681033,JESSIE TRICE COMMUNITY HEALTH CENTER,490 OPA LOCKA BLVD  SUITE 100,,OPA LOCKA,FL,33054,MIAMI-DADE
681034,JESSIE TRICE COMMUNITY HEALTH CENTER,777 25TH STREET  SUITE 316,,HIALEAH,FL,33013,MIAMI-DADE
681035,LEE COMMUNITY HEALCARE CAPE,1435 SE 8TH TER SUITE E,,CAPE CORAL,FL,33990-3289,LEE
681037,GENESIS COMMUNITY HEALTH  INC.,30 SE 6TH STREET,,BOCA RATON,FL,33432,PALM BEACH
681038,FLORIDA COMMUNITY HEALTH CENTERS,5827 CORPORATE WAY,,WEST PALM BEACH,FL,33407,PALM BEACH
681039,SANTA ROSA COMMUNITY CLINIC,5520 STEWART STREET,,MILTON,FL,32570,SANTA ROSA
681040,FRIENDSHIP HEALTH CENTER,2355 STANFORD CT  SUITE 701,,NAPLES,FL,34112,COLLIER
681041,FOUNDCARE HEALTH CENTER,2330 S CONGRESS AVENUE,,WEST PALM BEACH,FL,33406,PALM BEACH
681043,FIRST STEPS PEDIATRICS,5868 CREEK STATION DRIVE,,PENSACOLA,FL,32504,ESCAMBIA
681044,ECC URGENT CARE,14 W JORDAN STREET,,PENSACOLA,FL,32501,ESCAMBIA
681045,ECC AT WATERFRONT RESCUE MISSION,380 W HERMAN STREET,,PENSACOLA,FL,32505,ESCAMBIA
681046,ECC DENTAL,1295 W FAIRFIELD DRIVE,,PENSACOLA,FL,32501,ESCAMBIA
681047,ORANGE BLOSSOM FAMILY HEALTH CENTER,6001 VINELAND RD  STE 112,,ORLANDO,FL,32819,ORANGE
681048,ECC WEIS ELEMENTARY SCHOOL,2701 N Q STREET,,PENSACOLA,FL,32505,ESCAMBIA
681049,NORTH TUTTLE FAMILY HEALTH CENTER,220 NORTH TUTTLE AVENUE,,SARASOTA,FL,34237,SARASOTA
681050,ECC WOMENS HEALTH,5855 CREEK STATION DRIVE,,PENSACOLA,FL,32504,ESCAMBIA
681051,MIAMI BEACH COMMUNITY HEALTH CENTER,11645 BISCAYNE BLVD  SUITE 405,,NORTH MIAMI,FL,33181,MIAMI-DADE
681052,JESSIE TRICE COMM HEALTH CENTER  INC,1100 NW 71ST STREET,,MIAMI,FL,33150,MIAMI-DADE
681053,NICHOLS PEDIATRICS,5450 YMCA RD  SUITE 102,,NAPLES,FL,34109,COLLIER
681055,SOUTH COUNTY MEDICAL CENTER,579 A SOUTH INDIANA AVENUE,,ENGLEWOOD,FL,34223,SARASOTA
681056,PORT ST. JOHN,7227 N H/W ONE,,CCOCOA,FL,32927,BREVARD
681057,TRUE HEALTH - CASSELBERRY,1120 SR 436  STE 1200,,CASSELBERRY,FL,32707,SEMINOLE
681058,CENTRAL FLORIDA FHC - AIRPORT,400 W AIRPORT BLVD,,SANFORD,FL,32773,SEMINOLE
681059,LAKE WORTH,7405 LAKE WORTH ROAD,,LAKE WORTH,FL,33467,PALM BEACH
681060,COMUNITY HEALTH OF SOUTH FLORIDA  IN,13540 SW 135TH AVENUE,,MIAMI,FL,33186,MIAMI-DADE
681061,TAMPA FAMILY HEALTH CENTERS  INC.,3100 E. FLETCHER AVENUE,,TAMPA,FL,33613,HILLSBOROUGH
681062,TAMPA FAMILY HEALTH CENTERS  INC.,5611 SHELDON ROAD,,TAMPA,FL,33615,HILLSBOROUGH
681063,TAMPA FAMILY HEALTH CENTERS  INC.,5707 N. 22ND STREET,,TAMPA,FL,33610,HILLSBOROUGH
681065,CENTRAL FLORIDA HEALTH CARE - DUNDEE,1023 DUNDEE ROAD,,DUNDEE,FL,33838,POLK
681066,CENTRAL FLORIDA HEALTH CARE  INC. LA,305 WEST CENTRAL AVENUE,,LAKE WALES,FL,33853,POLK
681067,CENTRAL FLORIDA HEALTH CARE  INC.,601 S FLORIDA AVE.  SUITE 6,,LAKELAND,FL,33801,POLK
681068,CENTRAL FLORIDA HEALTH CARE INC,201 MAGNOLIA AVE SW,,WINTERHAVEN,FL,33880,POLK
681069,CHC-TAVARES,212 E MAIN STREET,,TAVARES,FL,32778,LAKE
681070,FAMILY HLTH CTR OF SW FLORIDA  INC.,10501 FGCU BLVD S,,FORT MYERS,FL,33965,LEE
